Sales Representative,Location,Region,Customer,Order Date,Product,Quantity,Price,Total Sale Amount
Randy Watson,New York,East,Kimberly Little,1/19/2016,Logitech P710e Mobile Speakerphone,6,12.42,74.52
Randy Watson,New York,East,Shirley Murray,1/19/2016,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1,12.42,12.42
Sara Snyder,New York,East,Nancy Stephens,1/19/2016,Xerox 1957,9,12.42,111.78
Sara Snyder,New York,East,Joe Ryan,1/19/2016,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,2,12.42,24.84
Sara Snyder,Massachusetts,East,Wanda Cole,1/19/2016,Staple-based wall hangings,2,12.42,24.84
Randy Watson,New York,East,,1/19/2016,PureGear Roll-On Screen Protector,8,17.83,142.64
Randy Watson,New York,East,Joan Thompson,1/19/2016,KI Conference Tables,7,17.83,124.81
Sara Snyder,New York,East,Kimberly Adams,1/19/2016,Eldon 100 Class Desk Accessories,3,16.32,48.96
Frances Warren,Massachusetts,East,Linda Morrison,1/20/2016,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",4,12.42,49.68
Sara Snyder,Massachusetts,East,Virginia Foster,1/20/2016,Global Deluxe High-Back Manager's Chair,1,12.42,12.42
Sara Snyder,Massachusetts,East,Janice Mason,1/20/2016,Safco Steel Mobile File Cart,4,12.42,49.68
Patrick Graham,Washington,West,Russell Cooper,1/20/2016,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",4,16.32,65.28
Frances Warren,Massachusetts,East,Roger Gomez,1/20/2016,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,5,12.42,62.1
Randy Watson,New Jersey,East,Jacqueline Wheeler,1/20/2016,Xerox 205,8,12.42,99.36
Diane Gonzalez,California,West,Gerald Mcdonald,1/20/2016,,4,12.42,49.68
Patrick Graham,California,West,Angela Fowler,1/20/2016,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",5,53.35,266.75
Randy Watson,New Jersey,East,Martha Mills,1/20/2016,Logitech P710e Mobile Speakerphone,10,12.42,124.2
Sara Snyder,New Jersey,East,Adam Russell,1/20/2016,"Fellowes Personal Hanging Folder Files, Navy",3,16.32,48.96
Sara Snyder,New Jersey,East,Judith Gray,1/20/2016,Tyvek Side-Opening Peel & Seel Expanding Envelopes,5,53.35,266.75
Randy Watson,New Jersey,East,Anthony Ruiz,1/20/2016,Eldon 100 Class Desk Accessories,7,53.35,373.45
Sara Snyder,New York,East,Frances Campbell,1/20/2016,"Belkin 19"" Vented Equipment Shelf, Black",10,53.35,533.5
Patrick Graham,Washington,West,Craig Thomas,1/21/2016,"Tenex Personal Project File with Scoop Front Design, Black",9,17.83,160.47
Sara Snyder,New York,East,Joe Ryan,1/21/2016,,2,16.32,32.64
,New Jersey,East,,1/21/2016,Sabrent 4-Port USB 2.0 Hub,9,53.35,480.15
Sara Snyder,New York,East,Craig Mcdonald,1/21/2016,Safco Industrial Shelving,10,12.42,124.2
Sara Snyder,Massachusetts,East,Alice Davis,1/21/2016,Acco 3-Hole Punch,5,53.35,266.75
Patrick Graham,California,West,Michelle Sanchez,1/21/2016,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,10,53.35,533.5
Sara Snyder,New York,East,Kenneth Lane,1/21/2016,Lexmark MX611dhe Monochrome Laser Printer,7,16.32,114.24
Randy Watson,Massachusetts,East,Carolyn Scott,1/21/2016,Xerox WorkCentre 6505DN Laser Multifunction Printer,3,12.42,37.26
Patrick Graham,Washington,West,Jason Jackson,1/21/2016,Cisco Small Business SPA 502G VoIP phone,6,17.83,106.98
Patrick Graham,Washington,West,Beverly Garcia,1/21/2016,Microsoft Sculpt Comfort Mouse,4,12.42,49.68
Frances Warren,Connecticut,East,Alan Dean,1/21/2016,"Quartet Omega Colored Chalk, 12/Pack",5,12.42,62.1
Frances Warren,Connecticut,East,Cheryl Henderson,1/21/2016,Bagged Rubber Bands,3,12.42,37.26
Sara Snyder,New Jersey,East,Randy Willis,1/21/2016,Safco Commercial Shelving,2,12.42,24.84
Patrick Graham,Nevada,West,Doris Diaz,1/21/2016,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",2,53.35,106.7
Sara Snyder,New York,East,Wayne Rivera,1/21/2016,Adjustable Depth Letter/Legal Cart,7,12.42,86.94
Sara Snyder,Massachusetts,East,Kathryn Fox,1/21/2016,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,8,16.32,130.56
Sara Snyder,New Jersey,East,Russell Day,1/21/2016,Regeneration Desk Collection,2,53.35,106.7
Sara Snyder,New Jersey,East,Joshua Washington,1/21/2016,,8,12.42,99.36
Sara Snyder,New York,East,Kimberly Morris,1/22/2016,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10,53.35,533.5
Patrick Graham,Washington,West,Philip Dean,1/22/2016,,4,53.35,213.4
Diane Gonzalez,California,West,Joan Robinson,1/22/2016,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",3,16.32,48.96
Frances Warren,New York,East,Janet Freeman,1/22/2016,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",1,53.35,53.35
Sara Snyder,New York,East,Nancy Stephens,1/22/2016,Eldon Simplefile Box Office,2,12.42,24.84
Patrick Graham,California,West,Nicholas Nguyen,1/22/2016,Avery 489,8,12.42,99.36
Patrick Graham,California,West,Angela Fowler,1/22/2016,Round Ring Binders,2,53.35,106.7
Sara Snyder,New Jersey,East,David Allen,1/22/2016,Bose SoundLink Bluetooth Speaker,10,53.35,533.5
Frances Warren,New Jersey,East,Anthony Ruiz,1/22/2016,"Bevis Round Bullnose 29"" High Table Top",7,17.83,124.81
Sara Snyder,Massachusetts,East,Christopher Pierce,1/22/2016,Easy-staple paper,4,12.42,49.68
Randy Watson,New York,East,Kimberly Morris,1/22/2016,Microsoft Arc Touch Mouse,2,17.83,35.66
Sara Snyder,New York,,Raymond Collins,1/22/2016,Xerox 216,7,53.35,373.45
Patrick Graham,Washington,West,Samuel Daniels,1/23/2016,GBC VeloBinder Electric Binding Machine,9,53.35,480.15
Randy Watson,New York,East,Brenda Cruz,1/23/2016,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",6,53.35,320.1
Diane Gonzalez,Oregon,West,Sharon Rice,1/23/2016,Premier Automatic Letter Opener,7,53.35,373.45
Patrick Graham,Oregon,West,Janet Stewart,1/23/2016,Advantus SlideClip Paper Clips,5,16.32,81.6
Diane Gonzalez,California,West,Howard Nelson,1/23/2016,Avery 512,5,53.35,266.75
Sara Snyder,New York,East,Raymond Collins,1/23/2016,Logitech Wireless Gaming Headset G930,10,12.42,124.2
Diane Gonzalez,Washington,West,George Hill,1/23/2016,"Bush Westfield Collection Bookcases, Medium Cherry Finish",10,12.42,124.2
Sara Snyder,New York,East,Linda Rose,1/23/2016,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",3,53.35,160.05
Frances Warren,Massachusetts,East,Nancy Meyer,1/23/2016,Global Deluxe Office Fabric Chairs,5,53.35,266.75
Patrick Graham,Oregon,West,Joyce Garcia,1/23/2016,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,4,12.42,49.68
Randy Watson,New York,East,Albert Miller,1/24/2016,Ibico Laser Imprintable Binding System Covers,10,16.32,163.2
Frances Warren,New York,,Lori Collins,1/24/2016,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",6,17.83,106.98
Patrick Graham,Washington,West,Mildred Hernandez,1/24/2016,Xerox 223,6,12.42,74.52
Diane Gonzalez,Washington,West,Gary Weaver,1/24/2016,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",7,12.42,86.94
Patrick Graham,Oregon,West,Gary Moreno,1/24/2016,Xerox 1939,7,16.32,114.24
Randy Watson,Connecticut,East,Lois Baker,1/24/2016,,6,12.42,74.52
Frances Warren,New York,East,Cynthia Ray,1/24/2016,Avery Premier Heavy-Duty Binder with Round Locking Rings,2,12.42,24.84
Diane Gonzalez,Washington,West,Jason Jackson,1/24/2016,BPI Conference Tables,9,16.32,146.88
Frances Warren,New York,East,Judith Woods,1/24/2016,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,4,12.42,49.68
Randy Watson,Massachusetts,East,Randy West,1/24/2016,Newell 350,6,12.42,74.52
Sara Snyder,Massachusetts,East,Carolyn Vasquez,1/24/2016,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",6,16.32,97.92
Sara Snyder,New York,East,Linda Rose,1/24/2016,,10,12.42,124.2
Diane Gonzalez,California,West,Rebecca Ryan,1/24/2016,Faber Castell Col-Erase Pencils,6,17.83,106.98
Patrick Graham,Washington,West,Mildred Hernandez,1/24/2016,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,8,17.83,142.64
Patrick Graham,Oregon,West,Joyce Garcia,1/24/2016,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8,12.42,99.36
Randy Watson,Massachusetts,East,Sandra Weaver,1/24/2016,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",3,12.42,37.26
Diane Gonzalez,California,West,Nicholas Schmidt,1/24/2016,Avery 509,9,17.83,160.47
Randy Watson,New York,East,Todd Holmes,1/24/2016,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2,17.83,35.66
Patrick Graham,Washington,West,Cheryl Morris,1/24/2016,AT&T 1070 Corded Phone,7,12.42,86.94
Patrick Graham,Washington,West,Joseph Willis,1/24/2016,Xerox 21,4,12.42,49.68
Sara Snyder,Massachusetts,East,Andrea King,1/24/2016,"Boston School Pro Electric Pencil Sharpener, 1670",10,16.32,163.2
Sara Snyder,New York,East,Christina Little,1/25/2016,DMI Arturo Collection Mission-style Design Wood Chair,3,12.42,37.26
Sara Snyder,New Jersey,East,Lisa Thomas,1/25/2016,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,5,53.35,266.75
,Massachusetts,East,Matthew Smith,1/25/2016,Panasonic Kx-TS550,8,12.42,99.36
Frances Warren,Massachusetts,East,Jacqueline Hart,1/25/2016,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,9,17.83,160.47
Diane Gonzalez,Oregon,West,Martha Harper,1/25/2016,"Trav-L-File Heavy-Duty Shuttle II, Black",5,12.42,62.1
Sara Snyder,New Jersey,East,Judith Gray,1/25/2016,OIC Binder Clips,5,12.42,62.1
Sara Snyder,New Jersey,East,Arthur Simmons,1/25/2016,Ibico Laser Imprintable Binding System Covers,10,53.35,533.5
Sara Snyder,New Jersey,East,James Wheeler,1/25/2016,Logitech Wireless Headset h800,9,53.35,480.15
Sara Snyder,New York,East,Frances Campbell,1/25/2016,Telescoping Adjustable Floor Lamp,3,17.83,53.49
Randy Watson,New Jersey,East,Maria Hughes,1/25/2016,Aastra 57i VoIP phone,6,12.42,74.52
Sara Snyder,New York,East,Harold Daniels,1/25/2016,,8,12.42,99.36
Diane Gonzalez,Oregon,West,Marilyn Graham,1/26/2016,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,6,53.35,320.1
Diane Gonzalez,Oregon,West,Rose Matthews,1/26/2016,Round Specialty Laser Printer Labels,2,12.42,24.84
Diane Gonzalez,Washington,West,Jason Berry,1/26/2016,GBC Premium Transparent Covers with Diagonal Lined Pattern,10,17.83,178.3
Randy Watson,Massachusetts,East,Christopher Pierce,1/26/2016,AT&T 841000 Phone,3,17.83,53.49
Sara Snyder,New York,East,Joseph Ryan,1/26/2016,Ibico Recycled Grain-Textured Covers,10,12.42,124.2
Sara Snyder,New Jersey,East,Cheryl Howard,1/26/2016,,10,53.35,533.5
Diane Gonzalez,California,West,Jimmy Warren,1/26/2016,Storex Dura Pro Binders,2,53.35,106.7
Sara Snyder,,East,Donna Bryant,,Hewlett Packard LaserJet 3310 Copier,9,17.83,160.47
Patrick Graham,Washington,West,Beverly Garcia,1/26/2016,Avery Non-Stick Binders,8,53.35,426.8
,New Jersey,East,Peter Brown,1/26/2016,Tuff Stuff Recycled Round Ring Binders,6,17.83,106.98
Sara Snyder,New Jersey,East,Eric Ellis,1/26/2016,,10,53.35,533.5
Sara Snyder,New York,East,Kenneth Lane,1/26/2016,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1,12.42,12.42
Sara Snyder,Connecticut,East,Cheryl Henderson,1/26/2016,Newell 314,1,12.42,12.42
Diane Gonzalez,Oregon,West,Roger Bell,1/26/2016,Fellowes PB200 Plastic Comb Binding Machine,6,17.83,106.98
Patrick Graham,California,West,Joshua Baker,1/26/2016,Staples,7,12.42,86.94
Sara Snyder,Massachusetts,East,Carl Howard,1/27/2016,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",6,12.42,74.52
Diane Gonzalez,Oregon,West,Teresa Fisher,1/27/2016,Fellowes Super Stor/Drawer,5,17.83,89.15
Frances Warren,New Jersey,East,Brian Ryan,1/27/2016,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,8,16.32,130.56
Randy Watson,Massachusetts,East,Louise Green,1/27/2016,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6,12.42,74.52
Patrick Graham,Washington,West,Craig Hicks,1/27/2016,Easy-staple paper,8,12.42,99.36
Sara Snyder,New Jersey,East,Kimberly Coleman,1/27/2016,"BIC Brite Liner Highlighters, Chisel Tip",6,12.42,74.52
Sara Snyder,New York,East,Cheryl Riley,1/27/2016,Sabrent 4-Port USB 2.0 Hub,3,12.42,37.26
Randy Watson,Massachusetts,East,Harold Rodriguez,1/27/2016,Xerox 1881,8,12.42,99.36
Sara Snyder,,East,,1/27/2016,Acco Hanging Data Binders,8,12.42,99.36
Sara Snyder,New York,East,Ralph Gomez,1/27/2016,Xerox 1881,3,17.83,53.49
Sara Snyder,New York,East,Nancy Scott,1/27/2016,,7,16.32,114.24
Patrick Graham,California,West,Frances Parker,1/27/2016,Sauder Barrister Bookcases,8,12.42,99.36
Sara Snyder,Massachusetts,East,Andrea King,1/28/2016,"#10 Gummed Flap White Envelopes, 100/Box",10,17.83,178.3
Sara Snyder,New Jersey,East,Anthony Ruiz,1/28/2016,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",9,12.42,111.78
Sara Snyder,New Jersey,East,Kelly Daniels,1/28/2016,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",1,16.32,16.32
Sara Snyder,New Jersey,East,Benjamin Spencer,1/28/2016,Southworth 25% Cotton Linen-Finish Paper & Envelopes,10,16.32,163.2
Sara Snyder,Massachusetts,East,Eric Robertson,1/28/2016,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,5,12.42,62.1
Patrick Graham,California,West,Norma West,1/28/2016,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",1,12.42,12.42
Patrick Graham,Oregon,West,Joyce Garcia,1/28/2016,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",8,12.42,99.36
Randy Watson,Massachusetts,East,Sean Carr,1/28/2016,Global Ergonomic Managers Chair,8,12.42,99.36
Sara Snyder,New Jersey,East,Ashley Adams,1/28/2016,Newell 333,1,53.35,53.35
Randy Watson,Connecticut,East,Ryan Arnold,1/28/2016,Eldon Wave Desk Accessories,7,16.32,114.24
Sara Snyder,New York,East,Cynthia Ray,1/28/2016,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",7,17.83,124.81
Diane Gonzalez,Nevada,West,Kimberly Bennett,1/28/2016,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,9,17.83,160.47
Patrick Graham,Washington,West,Gary Cook,1/28/2016,Staple remover,3,53.35,160.05
Randy Watson,Massachusetts,East,Wanda Cole,1/29/2016,Pizazz Global Quick File,5,12.42,62.1
Sara Snyder,New Jersey,East,Emily Duncan,1/29/2016,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",9,12.42,111.78
Sara Snyder,Massachusetts,East,Thomas Robinson,1/29/2016,Xerox 1930,7,12.42,86.94
Sara Snyder,New York,East,Cynthia Brooks,1/29/2016,File Shuttle I and Handi-File,10,12.42,124.2
Sara Snyder,Massachusetts,East,Virginia Foster,1/29/2016,Wilson Jones Custom Binder Spines & Labels,3,12.42,37.26
Sara Snyder,New Jersey,East,Robert Collins,1/29/2016,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,8,12.42,99.36
Sara Snyder,New York,East,Ashley Spencer,1/29/2016,Newell 324,3,16.32,48.96
Patrick Graham,California,West,Tammy Clark,1/29/2016,Microsoft Natural Keyboard Elite,3,16.32,48.96
Frances Warren,New York,East,Emily Patterson,1/29/2016,Xerox 1960,4,12.42,49.68
Sara Snyder,New York,East,Wayne Rivera,1/29/2016,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5,53.35,266.75
Sara Snyder,New Jersey,East,Cynthia Lewis,1/29/2016,Holmes Odor Grabber,2,17.83,35.66
Randy Watson,Massachusetts,East,Alice Kelly,1/29/2016,,1,12.42,12.42
Diane Gonzalez,Washington,West,Susan Gomez,1/29/2016,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",8,17.83,142.64
Patrick Graham,California,West,Jacqueline Little,1/29/2016,Southworth Structures Collection,5,17.83,89.15
Frances Warren,New York,East,Peter Gilbert,1/29/2016,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",1,12.42,12.42
Sara Snyder,Massachusetts,East,Joshua Diaz,1/30/2016,Sony 32GB Class 10 Micro SDHC R40 Memory Card,3,17.83,53.49
Patrick Graham,Washington,West,Gary Cook,1/30/2016,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",5,16.32,81.6
Sara Snyder,New York,East,Christina Oliver,1/30/2016,Logitech Media Keyboard K200,2,17.83,35.66
Randy Watson,New Jersey,East,Kelly Daniels,1/30/2016,Lexmark MarkNet N8150 Wireless Print Server,9,12.42,111.78
Sara Snyder,New York,East,Carlos Greene,1/30/2016,3M Hangers With Command Adhesive,7,17.83,124.81
Patrick Graham,Washington,West,Gary Cook,1/30/2016,Crayola Colored Pencils,9,16.32,146.88
Patrick Graham,Washington,West,Mildred Moore,1/30/2016,"Angle-D Binders with Locking Rings, Label Holders",4,16.32,65.28
Sara Snyder,New Jersey,East,Frank Spencer,1/30/2016,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,4,12.42,49.68
Patrick Graham,Washington,West,Stephen Martinez,1/31/2016,Nortel Meridian M3904 Professional Digital phone,7,12.42,86.94
Patrick Graham,Oregon,West,Rachel Harris,1/31/2016,Canon PC1080F Personal Copier,3,12.42,37.26
Frances Warren,New Jersey,East,Albert Dunn,1/31/2016,Wilson Jones Century Plastic Molded Ring Binders,8,53.35,426.8
Randy Watson,New York,East,Raymond Collins,1/31/2016,Tuf-Vin Binders,10,16.32,163.2
Randy Watson,New York,East,Janet Freeman,1/31/2016,2300 Heavy-Duty Transfer File Systems by Perma,10,53.35,533.5
Frances Warren,New York,East,Kimberly Little,1/31/2016,Xerox 1958,5,16.32,81.6
Patrick Graham,Oregon,West,Rose Moreno,2/1/2016,"Acme 10"" Easy Grip Assistive Scissors",9,16.32,146.88
Randy Watson,Massachusetts,East,Steven Miller,2/1/2016,Super Decoflex Portable Personal File,2,17.83,35.66
Patrick Graham,Oregon,West,Kelly Gomez,2/1/2016,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3,17.83,53.49
Patrick Graham,Oregon,West,Janet Stewart,2/1/2016,"Contico 72""H Heavy-Duty Storage System",9,12.42,111.78
Diane Gonzalez,California,West,Anthony White,2/1/2016,Sony 64GB Class 10 Micro SDHC R40 Memory Card,6,53.35,320.1
Sara Snyder,New York,East,Joshua Campbell,2/1/2016,Xerox 1974,2,12.42,24.84
Sara Snyder,Massachusetts,East,Eric Robertson,2/1/2016,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",8,16.32,130.56
Diane Gonzalez,Oregon,West,Kenneth West,2/1/2016,Staple holder,7,12.42,86.94
Sara Snyder,Massachusetts,East,Jacqueline Hart,2/1/2016,,6,17.83,106.98
Diane Gonzalez,Washington,West,Jerry Collins,2/1/2016,Sharp AL-1530CS Digital Copier,4,16.32,65.28
Randy Watson,Connecticut,East,Irene Franklin,2/2/2016,"Wirebound Message Book, 4 per Page",3,53.35,160.05
Patrick Graham,Washington,West,Craig Thomas,2/2/2016,"Bevis Round Conference Table Top, X-Base",9,12.42,111.78
Sara Snyder,New Jersey,East,Laura Wells,2/2/2016,"Wirebound Service Call Books, 5 1/2"" x 4""",10,16.32,163.2
Randy Watson,Massachusetts,East,Dennis Reed,2/2/2016,Self-Adhesive Removable Labels,3,12.42,37.26
Sara Snyder,New York,East,Richard Walker,2/2/2016,Xerox 1908,10,53.35,533.5
Randy Watson,New York,East,Jessica Lewis,2/2/2016,O'Sullivan 4-Shelf Bookcase in Odessa Pine,7,53.35,373.45
Frances Warren,New Jersey,East,Chris George,2/2/2016,Novimex High-Tech Fabric Mesh Task Chair,6,17.83,106.98
Randy Watson,New York,East,Mark Rogers,2/2/2016,Xerox 191,1,12.42,12.42
Randy Watson,Massachusetts,East,Robin Matthews,2/2/2016,Global Deluxe Office Fabric Chairs,10,12.42,124.2
Randy Watson,Massachusetts,East,Frank Murphy,2/2/2016,Bulldog Vacuum Base Pencil Sharpener,6,17.83,106.98
Diane Gonzalez,Oregon,West,Lillian Howard,2/2/2016,Bevis Steel Folding Chairs,6,16.32,97.92
Frances Warren,Massachusetts,East,Ernest Kelley,2/3/2016,Xerox 1987,5,12.42,62.1
Sara Snyder,Massachusetts,East,Roy Franklin,2/3/2016,American Pencil,7,53.35,373.45
Randy Watson,New Jersey,East,Anthony Ruiz,2/3/2016,"White Envelopes, White Envelopes with Clear Poly Window",6,17.83,106.98
Diane Gonzalez,Washington,West,Christine Wallace,2/3/2016,KeyTronic 6101 Series - Keyboard - Black,6,16.32,97.92
Sara Snyder,Massachusetts,East,Jennifer White,2/3/2016,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",10,12.42,124.2
Sara Snyder,New York,East,Albert Miller,2/3/2016,Crate-A-Files,9,12.42,111.78
Diane Gonzalez,California,West,Andrea Lawrence,2/3/2016,Hon Multipurpose Stacking Arm Chairs,9,17.83,160.47
Randy Watson,New Jersey,East,Russell Day,2/3/2016,Coloredge Poster Frame,9,16.32,146.88
Patrick Graham,Oregon,West,Edward Taylor,2/3/2016,GBC VeloBinder Manual Binding System,9,12.42,111.78
Patrick Graham,Oregon,West,Kathy Lee,2/3/2016,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",6,16.32,97.92
Patrick Graham,Washington,West,Joseph Willis,2/3/2016,Design Ebony Sketching Pencil,10,12.42,124.2
Patrick Graham,California,West,Robin Murphy,2/3/2016,GBC ProClick 150 Presentation Binding System,2,12.42,24.84
Sara Snyder,New Jersey,East,Maria Hughes,2/3/2016,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,4,17.83,71.32
Frances Warren,New York,East,Linda Rose,2/3/2016,,4,17.83,71.32
